SKU,Week_Start,Units_Sold,Revenue,Seasonal_Naive_Forecast,Year,Month,Quarter,Week_Number,Lag_1,Lag_2,Lag_4,Lag_8,Lag_12,Lag_52,Rolling_Mean_4,Rolling_Mean_8,Rolling_Mean_12,Average_Price,Promotion,Model_Forecast
SKU021,2025-12-22,50,385564.0,54.0,2025,12,4,52,47.0,59.0,47.0,58.0,35.0,54.0,51.25,49.625,49.083333333333336,7711.28,0,51.25
SKU021,2025-12-29,19,146514.32,48.0,2025,12,4,1,50.0,47.0,52.0,46.0,48.0,48.0,52.0,48.625,50.333333333333336,7711.28,0,52.0
SKU022,2025-11-10,78,358568.34,69.0,2025,11,4,46,44.0,62.0,58.0,60.0,69.0,69.0,53.75,55.0,56.666666666666664,4597.03,1,53.75
SKU022,2025-11-17,53,243642.59,64.0,2025,11,4,47,78.0,44.0,51.0,61.0,49.0,64.0,58.75,57.25,57.416666666666664,4597.03,1,58.75
SKU022,2025-11-24,69,317195.07,61.0,2025,11,4,48,53.0,78.0,62.0,50.0,55.0,61.0,59.25,56.25,57.75,4597.03,1,59.25
SKU022,2025-12-01,70,321792.1,62.0,2025,12,4,49,69.0,53.0,44.0,54.0,67.0,62.0,61.0,58.625,58.916666666666664,4597.03,0,61.0
SKU022,2025-12-08,60,275821.8,70.0,2025,12,4,50,70.0,69.0,78.0,58.0,60.0,70.0,67.5,60.625,59.166666666666664,4597.03,0,67.5
SKU022,2025-12-15,62,285015.86,46.0,2025,12,4,51,60.0,70.0,53.0,51.0,61.0,46.0,63.0,60.875,59.166666666666664,4597.03,0,63.0
SKU022,2025-12-22,84,386150.52,59.0,2025,12,4,52,62.0,60.0,69.0,62.0,50.0,59.0,65.25,62.25,59.25,4597.03,0,65.25
SKU022,2025-12-29,17,78149.51,77.0,2025,12,4,1,84.0,62.0,70.0,44.0,54.0,77.0,69.0,65.0,62.083333333333336,4597.03,0,69.0
SKU023,2025-11-10,88,124673.12,94.0,2025,11,4,46,91.0,84.0,74.0,111.0,95.0,94.0,85.0,88.75,84.66666666666667,1416.74,1,85.0
SKU023,2025-11-17,88,124673.12,98.0,2025,11,4,47,88.0,91.0,91.0,90.0,82.0,98.0,88.5,85.875,84.08333333333333,1416.74,1,88.5
SKU023,2025-11-24,90,127506.6,111.0,2025,11,4,48,88.0,88.0,84.0,89.0,76.0,111.0,87.75,85.625,84.58333333333333,1416.74,1,87.75
SKU023,2025-12-01,97,137423.78,104.0,2025,12,4,49,90.0,88.0,91.0,80.0,53.0,104.0,89.25,85.75,85.75,1416.74,0,89.25
SKU023,2025-12-08,98,138840.52,80.0,2025,12,4,50,97.0,90.0,88.0,74.0,111.0,80.0,90.75,87.875,89.41666666666667,1416.74,0,90.75
SKU023,2025-12-15,96,136007.04,90.0,2025,12,4,51,98.0,97.0,88.0,91.0,90.0,90.0,93.25,90.875,88.33333333333333,1416.74,0,93.25
SKU023,2025-12-22,99,140257.26,99.0,2025,12,4,52,96.0,98.0,90.0,84.0,89.0,99.0,95.25,91.5,88.83333333333333,1416.74,0,95.25
SKU023,2025-12-29,39,55252.86,117.0,2025,12,4,1,99.0,96.0,97.0,91.0,80.0,117.0,97.5,93.375,89.66666666666667,1416.74,0,97.5
SKU024,2025-11-10,82,145047.34,72.0,2025,11,4,46,82.0,83.0,75.0,84.0,69.0,72.0,80.5,77.5,80.41666666666667,1768.8700000000001,1,80.5
SKU024,2025-11-17,80,141509.6,74.0,2025,11,4,47,82.0,82.0,82.0,80.0,93.0,74.0,82.25,77.25,81.5,1768.8700000000001,1,82.25
SKU024,2025-11-24,76,134434.12,65.0,2025,11,4,48,80.0,82.0,83.0,69.0,104.0,65.0,81.75,77.25,80.41666666666667,1768.8700000000001,1,81.75
SKU024,2025-12-01,93,164504.91,76.0,2025,12,4,49,76.0,80.0,82.0,65.0,79.0,76.0,80.0,78.125,78.08333333333333,1768.8700000000001,0,80.0
SKU024,2025-12-08,72,127358.64,101.0,2025,12,4,50,93.0,76.0,82.0,75.0,84.0,101.0,82.75,81.625,79.25,1768.8700000000001,0,82.75
SKU024,2025-12-15,85,150353.95,75.0,2025,12,4,51,72.0,93.0,80.0,82.0,80.0,75.0,80.25,81.25,78.25,1768.8700000000001,0,80.25
SKU024,2025-12-22,71,125589.77,71.0,2025,12,4,52,85.0,72.0,76.0,83.0,69.0,71.0,81.5,81.625,78.66666666666667,1768.8700000000001,0,81.5
SKU024,2025-12-29,27,47759.49,101.0,2025,12,4,1,71.0,85.0,93.0,82.0,65.0,101.0,80.25,80.125,78.83333333333333,1768.87,0,80.25
SKU025,2025-11-10,18,208044.18,17.0,2025,11,4,46,18.0,20.0,17.0,16.0,18.0,17.0,18.0,16.75,17.25,11558.01,1,18.0
SKU025,2025-11-17,12,138696.12,26.0,2025,11,4,47,18.0,18.0,17.0,21.0,22.0,26.0,18.25,17.0,17.25,11558.01,1,18.25
SKU025,2025-11-24,9,104022.09,5.0,2025,11,4,48,12.0,18.0,20.0,12.0,17.0,5.0,17.0,15.875,16.416666666666668,11558.01,1,17.0
SKU025,2025-12-01,18,208044.18,22.0,2025,12,4,49,9.0,12.0,18.0,13.0,16.0,22.0,14.25,15.5,15.75,11558.01,0,14.25
SKU025,2025-12-08,13,150254.13,24.0,2025,12,4,50,18.0,9.0,18.0,17.0,16.0,24.0,14.25,16.125,15.916666666666666,11558.01,0,14.25
SKU025,2025-12-15,14,161812.13999999998,22.0,2025,12,4,51,13.0,18.0,12.0,17.0,21.0,22.0,13.0,15.625,15.666666666666666,11558.01,0,13.0
SKU025,2025-12-22,16,184928.16,16.0,2025,12,4,52,14.0,13.0,9.0,20.0,12.0,16.0,13.5,15.25,15.083333333333334,11558.01,0,13.5
SKU025,2025-12-29,7,80906.07,15.0,2025,12,4,1,16.0,14.0,18.0,18.0,13.0,15.0,15.25,14.75,15.416666666666666,11558.01,0,15.25
SKU026,2025-11-10,130,1422140.2,156.0,2025,11,4,46,127.0,141.0,138.0,138.0,123.0,156.0,132.5,131.125,131.5,10939.539999999999,1,132.5
SKU026,2025-11-17,128,1400261.12,124.0,2025,11,4,47,130.0,127.0,124.0,132.0,129.0,124.0,130.5,130.125,132.08333333333334,10939.539999999999,1,130.5
SKU026,2025-11-24,126,1378382.04,116.0,2025,11,4,48,128.0,130.0,141.0,114.0,153.0,116.0,131.5,129.625,132.0,10939.539999999999,1,131.5
SKU026,2025-12-01,157,1717507.78,162.0,2025,12,4,49,126.0,128.0,127.0,135.0,124.0,162.0,127.75,131.125,129.75,10939.539999999999,0,127.75
SKU026,2025-12-08,128,1400261.12,148.0,2025,12,4,50,157.0,126.0,130.0,138.0,138.0,148.0,135.25,133.875,132.5,10939.539999999999,0,135.25
SKU026,2025-12-15,156,1706568.24,131.0,2025,12,4,51,128.0,157.0,128.0,124.0,132.0,131.0,134.75,132.625,131.66666666666666,10939.539999999999,0,134.75
SKU026,2025-12-22,135,1476837.9,145.0,2025,12,4,52,156.0,128.0,126.0,141.0,114.0,145.0,141.75,136.625,133.66666666666666,10939.539999999999,0,141.75
SKU026,2025-12-29,55,601674.7,147.0,2025,12,4,1,135.0,156.0,157.0,127.0,135.0,147.0,144.0,135.875,135.41666666666666,10939.54,0,144.0
SKU027,2025-11-10,149,1268973.4,153.0,2025,11,4,46,147.0,136.0,127.0,158.0,145.0,153.0,135.0,143.5,145.08333333333334,8516.6,1,135.0
SKU027,2025-11-17,163,1388205.8,163.0,2025,11,4,47,149.0,147.0,130.0,150.0,138.0,163.0,140.5,142.375,145.41666666666666,8516.6,1,140.5
SKU027,2025-11-24,162,1379689.2,152.0,2025,11,4,48,163.0,149.0,136.0,151.0,167.0,152.0,148.75,144.0,147.5,8516.6,1,148.75
SKU027,2025-12-01,153,1303039.8,153.0,2025,12,4,49,162.0,163.0,147.0,149.0,143.0,153.0,155.25,145.375,147.08333333333334,8516.6,0,155.25
SKU027,2025-12-08,161,1371172.6,154.0,2025,12,4,50,153.0,162.0,149.0,127.0,158.0,154.0,156.75,145.875,147.91666666666666,8516.6,0,156.75
SKU027,2025-12-15,182,1550021.2,133.0,2025,12,4,51,161.0,153.0,163.0,130.0,150.0,133.0,159.75,150.125,148.16666666666666,8516.6,0,159.75
SKU027,2025-12-22,144,1226390.4,172.0,2025,12,4,52,182.0,161.0,162.0,136.0,151.0,172.0,164.5,156.625,150.83333333333334,8516.6,0,164.5
SKU027,2025-12-29,67,570612.2,185.0,2025,12,4,1,144.0,182.0,153.0,147.0,149.0,185.0,160.0,157.625,150.25,8516.6,0,160.0
SKU028,2025-11-10,40,139363.6,33.0,2025,11,4,46,30.0,31.0,32.0,34.0,27.0,33.0,30.75,29.5,31.583333333333332,3484.09,1,30.75
SKU028,2025-11-17,39,135879.51,30.0,2025,11,4,47,40.0,30.0,30.0,30.0,45.0,30.0,32.75,30.25,32.666666666666664,3484.09,1,32.75
SKU028,2025-11-24,34,118459.06,41.0,2025,11,4,48,39.0,40.0,31.0,18.0,35.0,41.0,35.0,31.375,32.166666666666664,3484.09,1,35.0
SKU028,2025-12-01,40,139363.6,36.0,2025,12,4,49,34.0,39.0,30.0,31.0,36.0,36.0,35.75,33.375,32.083333333333336,3484.09,0,35.75
SKU028,2025-12-08,25,87102.25,48.0,2025,12,4,50,40.0,34.0,40.0,32.0,34.0,48.0,38.25,34.5,32.416666666666664,3484.09,0,38.25
SKU028,2025-12-15,22,76649.98000000001,45.0,2025,12,4,51,25.0,40.0,39.0,30.0,30.0,45.0,34.5,33.625,31.666666666666668,3484.09,0,34.5
SKU028,2025-12-22,31,108006.79,37.0,2025,12,4,52,22.0,25.0,34.0,31.0,18.0,37.0,30.25,32.625,31.0,3484.09,0,30.25
SKU028,2025-12-29,14,48777.26,47.0,2025,12,4,1,31.0,22.0,40.0,30.0,31.0,47.0,29.5,32.625,32.083333333333336,3484.09,0,29.5
SKU029,2025-11-10,98,1140960.1,110.0,2025,11,4,46,88.0,104.0,85.0,105.0,114.0,110.0,93.75,92.0,94.33333333333333,11642.45,1,93.75
SKU029,2025-11-17,97,1129317.65,114.0,2025,11,4,47,98.0,88.0,98.0,86.0,103.0,114.0,97.0,91.125,93.0,11642.45,1,97.0
SKU029,2025-11-24,96,1117675.2,83.0,2025,11,4,48,97.0,98.0,104.0,78.0,90.0,83.0,96.75,92.5,92.5,11642.45,1,96.75
SKU029,2025-12-01,87,1012893.15,110.0,2025,12,4,49,96.0,97.0,88.0,92.0,89.0,110.0,94.75,94.75,93.0,11642.45,0,94.75
SKU029,2025-12-08,115,1338881.75,95.0,2025,12,4,50,87.0,96.0,98.0,85.0,105.0,95.0,94.5,94.125,92.83333333333333,11642.45,0,94.5
SKU029,2025-12-15,104,1210814.8,109.0,2025,12,4,51,115.0,87.0,97.0,98.0,86.0,109.0,98.75,97.875,93.66666666666667,11642.45,0,98.75
SKU029,2025-12-22,97,1129317.65,96.0,2025,12,4,52,104.0,115.0,96.0,104.0,78.0,96.0,100.5,98.625,95.16666666666667,11642.45,0,100.5
SKU029,2025-12-29,35,407485.75,114.0,2025,12,4,1,97.0,104.0,87.0,88.0,92.0,114.0,100.75,97.75,96.75,11642.450000000003,0,100.75
SKU030,2025-11-10,34,320739.34,30.0,2025,11,4,46,25.0,28.0,32.0,32.0,36.0,30.0,28.0,29.625,30.416666666666668,9433.51,1,28.0
SKU030,2025-11-17,33,311305.83,30.0,2025,11,4,47,34.0,25.0,27.0,41.0,32.0,30.0,28.5,29.875,30.25,9433.51,1,28.5
SKU030,2025-11-24,26,245271.26,32.0,2025,11,4,48,33.0,34.0,28.0,27.0,26.0,32.0,30.0,28.875,30.333333333333332,9433.51,1,30.0
SKU030,2025-12-01,25,235837.75,30.0,2025,12,4,49,26.0,33.0,25.0,25.0,34.0,30.0,29.5,28.75,30.333333333333332,9433.51,0,29.5
SKU030,2025-12-08,35,330172.85000000003,38.0,2025,12,4,50,25.0,26.0,34.0,32.0,32.0,38.0,29.5,28.75,29.583333333333332,9433.51,0,29.5
SKU030,2025-12-15,26,245271.26,32.0,2025,12,4,51,35.0,25.0,33.0,27.0,41.0,32.0,29.75,29.125,29.833333333333332,9433.51,0,29.75
SKU030,2025-12-22,28,264138.28,27.0,2025,12,4,52,26.0,35.0,26.0,28.0,27.0,27.0,28.0,29.0,28.583333333333332,9433.51,0,28.0
SKU030,2025-12-29,14,132069.14,21.0,2025,12,4,1,28.0,26.0,25.0,25.0,25.0,21.0,28.5,29.0,28.666666666666668,9433.51,0,28.5
SKU031,2025-11-10,131,1141786.83,105.0,2025,11,4,46,109.0,110.0,120.0,118.0,111.0,105.0,113.25,112.375,114.66666666666667,8715.93,1,113.25
SKU031,2025-11-17,113,984900.09,113.0,2025,11,4,47,131.0,109.0,114.0,112.0,123.0,113.0,116.0,114.0,116.33333333333333,8715.93,1,116.0
SKU031,2025-11-24,104,906456.72,103.0,2025,11,4,48,113.0,131.0,110.0,107.0,118.0,103.0,115.75,114.125,115.5,8715.93,1,115.75
SKU031,2025-12-01,96,836729.28,114.0,2025,12,4,49,104.0,113.0,109.0,109.0,125.0,114.0,114.25,113.75,114.33333333333333,8715.93,0,114.25
SKU031,2025-12-08,104,906456.72,107.0,2025,12,4,50,96.0,104.0,131.0,120.0,118.0,107.0,111.0,112.125,111.91666666666667,8715.93,0,111.0
SKU031,2025-12-15,132,1150502.76,106.0,2025,12,4,51,104.0,96.0,113.0,114.0,112.0,106.0,104.25,110.125,110.75,8715.93,0,104.25
SKU031,2025-12-22,97,845445.21,108.0,2025,12,4,52,132.0,104.0,104.0,110.0,107.0,108.0,109.0,112.375,112.41666666666667,8715.93,0,109.0
SKU031,2025-12-29,50,435796.5,138.0,2025,12,4,1,97.0,132.0,96.0,109.0,109.0,138.0,107.25,110.75,111.58333333333333,8715.93,0,107.25
SKU032,2025-11-10,54,303079.86,53.0,2025,11,4,46,61.0,67.0,48.0,57.0,51.0,53.0,57.0,54.875,55.75,5612.590000000001,1,57.0
SKU032,2025-11-17,70,392881.3,41.0,2025,11,4,47,54.0,61.0,52.0,60.0,55.0,41.0,58.5,54.5,56.0,5612.590000000001,1,58.5
SKU032,2025-11-24,50,280629.5,50.0,2025,11,4,48,70.0,54.0,67.0,44.0,48.0,50.0,63.0,55.75,57.25,5612.590000000001,1,63.0
SKU032,2025-12-01,60,336755.4,54.0,2025,12,4,49,50.0,70.0,61.0,50.0,76.0,54.0,58.75,56.5,57.416666666666664,5612.590000000001,0,58.75
SKU032,2025-12-08,56,314305.04,58.0,2025,12,4,50,60.0,50.0,54.0,48.0,57.0,58.0,58.5,57.75,56.083333333333336,5612.590000000001,0,58.5
SKU032,2025-12-15,68,381656.12,59.0,2025,12,4,51,56.0,60.0,70.0,52.0,60.0,59.0,59.0,58.75,56.0,5612.590000000001,0,59.0
SKU032,2025-12-22,51,286242.09,64.0,2025,12,4,52,68.0,56.0,50.0,67.0,44.0,64.0,58.5,60.75,56.666666666666664,5612.590000000001,0,58.5
SKU032,2025-12-29,26,145927.34,57.0,2025,12,4,1,51.0,68.0,60.0,61.0,50.0,57.0,58.75,58.75,57.25,5612.59,0,58.75
SKU033,2025-11-10,116,412728.0,103.0,2025,11,4,46,119.0,95.0,100.0,110.0,113.0,103.0,102.25,104.25,107.08333333333333,3558.0,1,102.25
SKU033,2025-11-17,120,426960.0,109.0,2025,11,4,47,116.0,119.0,95.0,125.0,115.0,109.0,106.25,105.0,107.33333333333333,3558.0,1,106.25
SKU033,2025-11-24,121,430518.0,86.0,2025,11,4,48,120.0,116.0,95.0,102.0,97.0,86.0,112.5,104.375,107.75,3558.0,1,112.5
SKU033,2025-12-01,117,416286.0,107.0,2025,12,4,49,121.0,120.0,119.0,88.0,126.0,107.0,119.0,106.75,109.75,3558.0,0,119.0
SKU033,2025-12-08,109,387822.0,127.0,2025,12,4,50,117.0,121.0,116.0,100.0,110.0,127.0,118.5,110.375,109.0,3558.0,0,118.5
SKU033,2025-12-15,116,412728.0,120.0,2025,12,4,51,109.0,117.0,120.0,95.0,125.0,120.0,116.75,111.5,108.91666666666667,3558.0,0,116.75
SKU033,2025-12-22,96,341568.0,108.0,2025,12,4,52,116.0,109.0,121.0,95.0,102.0,108.0,115.75,114.125,108.16666666666667,3558.0,0,115.75
SKU033,2025-12-29,42,149436.0,103.0,2025,12,4,1,96.0,116.0,117.0,119.0,88.0,103.0,109.5,114.25,107.66666666666667,3558.0,0,109.5
SKU034,2025-11-10,118,179140.52000000002,131.0,2025,11,4,46,129.0,122.0,115.0,110.0,103.0,131.0,116.75,116.0,119.5,1518.14,1,116.75
SKU034,2025-11-17,133,201912.62,121.0,2025,11,4,47,118.0,129.0,101.0,148.0,138.0,121.0,117.5,117.0,120.75,1518.14,1,117.5
SKU034,2025-11-24,130,197358.2,142.0,2025,11,4,48,133.0,118.0,122.0,106.0,150.0,142.0,125.5,115.125,120.33333333333333,1518.14,1,125.5
SKU034,2025-12-01,147,223166.58,128.0,2025,12,4,49,130.0,133.0,129.0,97.0,115.0,128.0,127.5,118.125,118.66666666666667,1518.14,0,127.5
SKU034,2025-12-08,118,179140.52,137.0,2025,12,4,50,147.0,130.0,118.0,115.0,110.0,137.0,132.0,124.375,121.33333333333333,1518.14,0,132.0
SKU034,2025-12-15,119,180658.66,114.0,2025,12,4,51,118.0,147.0,133.0,101.0,148.0,114.0,132.0,124.75,122.0,1518.14,0,132.0
SKU034,2025-12-22,124,188249.36,127.0,2025,12,4,52,119.0,118.0,130.0,122.0,106.0,127.0,128.5,127.0,119.58333333333333,1518.14,0,128.5
SKU034,2025-12-29,42,63761.880000000005,129.0,2025,12,4,1,124.0,119.0,147.0,129.0,97.0,129.0,127.0,127.25,121.08333333333333,1518.14,0,127.0
SKU035,2025-11-10,124,1347903.56,117.0,2025,11,4,46,113.0,117.0,129.0,138.0,117.0,117.0,123.5,124.625,126.0,10870.19,1,123.5
SKU035,2025-11-17,133,1445735.27,135.0,2025,11,4,47,124.0,113.0,135.0,123.0,132.0,135.0,122.25,122.875,126.58333333333333,10870.19,1,122.25
SKU035,2025-11-24,131,1423994.89,132.0,2025,11,4,48,133.0,124.0,117.0,134.0,147.0,132.0,121.75,124.125,126.66666666666667,10870.19,1,121.75
SKU035,2025-12-01,128,1391384.32,135.0,2025,12,4,49,131.0,133.0,113.0,108.0,119.0,135.0,125.25,123.75,125.33333333333333,10870.19,0,125.25
SKU035,2025-12-08,128,1391384.32,133.0,2025,12,4,50,128.0,131.0,124.0,129.0,138.0,133.0,129.0,126.25,126.08333333333333,10870.19,0,129.0
SKU035,2025-12-15,127,1380514.13,134.0,2025,12,4,51,128.0,128.0,133.0,135.0,123.0,134.0,130.0,126.125,125.25,10870.19,0,130.0
SKU035,2025-12-22,148,1608788.12,126.0,2025,12,4,52,127.0,128.0,131.0,117.0,134.0,126.0,128.5,125.125,125.58333333333333,10870.19,0,128.5
SKU035,2025-12-29,40,434807.6,139.0,2025,12,4,1,148.0,127.0,128.0,113.0,108.0,139.0,132.75,129.0,126.75,10870.19,0,132.75
SKU036,2025-11-10,30,170610.0,40.0,2025,11,4,46,27.0,29.0,19.0,35.0,27.0,40.0,27.25,27.875,28.916666666666668,5687.0,1,27.25
SKU036,2025-11-17,35,199045.0,33.0,2025,11,4,47,30.0,27.0,34.0,27.0,43.0,33.0,30.0,27.25,29.166666666666668,5687.0,1,30.0
SKU036,2025-11-24,31,176297.0,25.0,2025,11,4,48,35.0,30.0,29.0,33.0,28.0,25.0,30.25,28.25,28.5,5687.0,1,30.25
SKU036,2025-12-01,27,153549.0,26.0,2025,12,4,49,31.0,35.0,27.0,19.0,26.0,26.0,30.75,28.0,28.75,5687.0,0,30.75
SKU036,2025-12-08,31,176297.0,36.0,2025,12,4,50,27.0,31.0,30.0,19.0,35.0,36.0,30.75,29.0,28.833333333333332,5687.0,0,30.75
SKU036,2025-12-15,36,204732.0,25.0,2025,12,4,51,31.0,27.0,35.0,34.0,27.0,25.0,31.0,30.5,28.5,5687.0,0,31.0
SKU036,2025-12-22,30,170610.0,37.0,2025,12,4,52,36.0,31.0,31.0,29.0,33.0,37.0,31.25,30.75,29.25,5687.0,0,31.25
SKU036,2025-12-29,9,51183.0,22.0,2025,12,4,1,30.0,36.0,27.0,27.0,19.0,22.0,31.0,30.875,29.0,5687.0,0,31.0
SKU037,2025-11-10,150,412113.0,161.0,2025,11,4,46,171.0,154.0,147.0,165.0,170.0,161.0,152.75,150.125,152.41666666666666,2747.4200000000005,1,152.75
SKU037,2025-11-17,166,456071.72,147.0,2025,11,4,47,150.0,171.0,139.0,157.0,171.0,147.0,153.5,148.25,150.75,2747.4200000000005,1,153.5
SKU037,2025-11-24,144,395628.48,133.0,2025,11,4,48,166.0,150.0,154.0,140.0,133.0,133.0,160.25,149.375,150.33333333333334,2747.4200000000005,1,160.25
SKU037,2025-12-01,155,425850.1,171.0,2025,12,4,49,144.0,166.0,171.0,128.0,154.0,171.0,157.75,149.875,151.25,2747.4200000000005,0,157.75
SKU037,2025-12-08,133,365406.86,173.0,2025,12,4,50,155.0,144.0,150.0,147.0,165.0,173.0,153.75,153.25,151.33333333333334,2747.4200000000005,0,153.75
SKU037,2025-12-15,139,381891.38,177.0,2025,12,4,51,133.0,155.0,166.0,139.0,157.0,177.0,149.5,151.5,148.66666666666666,2747.4200000000005,0,149.5
SKU037,2025-12-22,161,442334.62,137.0,2025,12,4,52,139.0,133.0,144.0,154.0,140.0,137.0,142.75,151.5,147.16666666666666,2747.4200000000005,0,142.75
SKU037,2025-12-29,59,162097.78,159.0,2025,12,4,1,161.0,139.0,155.0,171.0,128.0,159.0,147.0,152.375,148.91666666666666,2747.42,0,147.0
SKU038,2025-11-10,48,189556.8,52.0,2025,11,4,46,50.0,37.0,44.0,40.0,47.0,52.0,43.75,44.0,45.25,3949.1,1,43.75
SKU038,2025-11-17,61,240895.1,49.0,2025,11,4,47,48.0,50.0,44.0,49.0,49.0,49.0,44.75,45.0,45.333333333333336,3949.1,1,44.75
SKU038,2025-11-24,61,240895.1,34.0,2025,11,4,48,61.0,48.0,37.0,40.0,48.0,34.0,49.0,46.5,46.333333333333336,3949.1,1,49.0
SKU038,2025-12-01,39,154014.9,55.0,2025,12,4,49,61.0,61.0,50.0,48.0,47.0,55.0,55.0,49.125,47.416666666666664,3949.1,0,55.0
SKU038,2025-12-08,49,193505.9,56.0,2025,12,4,50,39.0,61.0,48.0,44.0,40.0,56.0,52.25,48.0,46.75,3949.1,0,52.25
SKU038,2025-12-15,49,193505.9,45.0,2025,12,4,51,49.0,39.0,61.0,44.0,49.0,45.0,52.5,48.625,47.5,3949.1,0,52.5
SKU038,2025-12-22,56,221149.6,45.0,2025,12,4,52,49.0,49.0,61.0,37.0,40.0,45.0,49.5,49.25,47.5,3949.1,0,49.5
SKU038,2025-12-29,31,122422.1,57.0,2025,12,4,1,56.0,49.0,39.0,50.0,48.0,57.0,48.25,51.625,48.833333333333336,3949.1,0,48.25
SKU039,2025-11-10,24,170854.8,18.0,2025,11,4,46,18.0,18.0,16.0,18.0,18.0,18.0,17.75,19.625,18.75,7118.95,1,17.75
SKU039,2025-11-17,18,128141.1,24.0,2025,11,4,47,24.0,18.0,19.0,25.0,13.0,24.0,19.75,20.375,19.25,7118.95,1,19.75
SKU039,2025-11-24,13,92546.35,11.0,2025,11,4,48,18.0,24.0,18.0,26.0,17.0,11.0,19.5,19.5,19.666666666666668,7118.95,1,19.5
SKU039,2025-12-01,23,163735.85,14.0,2025,12,4,49,13.0,18.0,18.0,17.0,20.0,14.0,18.25,17.875,19.333333333333332,7118.95,0,18.25
SKU039,2025-12-08,15,106784.25,17.0,2025,12,4,50,23.0,13.0,24.0,16.0,18.0,17.0,19.5,18.625,19.583333333333332,7118.95,0,19.5
SKU039,2025-12-15,12,85427.4,13.0,2025,12,4,51,15.0,23.0,18.0,19.0,25.0,13.0,17.25,18.5,19.333333333333332,7118.95,0,17.25
SKU039,2025-12-22,21,149497.94999999998,16.0,2025,12,4,52,12.0,15.0,13.0,18.0,26.0,16.0,15.75,17.625,18.25,7118.95,0,15.75
SKU039,2025-12-29,12,85427.4,13.0,2025,12,4,1,21.0,12.0,23.0,18.0,17.0,13.0,17.75,18.0,17.833333333333332,7118.95,0,17.75
SKU040,2025-11-10,98,240154.88,101.0,2025,11,4,46,89.0,103.0,81.0,109.0,110.0,101.0,91.0,89.75,94.83333333333333,2450.56,1,91.0
SKU040,2025-11-17,86,210748.16,92.0,2025,11,4,47,98.0,89.0,91.0,87.0,99.0,92.0,95.25,88.375,93.83333333333333,2450.56,1,95.25
SKU040,2025-11-24,76,186242.56,92.0,2025,11,4,48,86.0,98.0,103.0,76.0,105.0,92.0,94.0,88.25,92.75,2450.56,1,94.0
SKU040,2025-12-01,103,252407.68,97.0,2025,12,4,49,76.0,86.0,89.0,82.0,106.0,97.0,87.25,88.25,90.33333333333333,2450.56,0,87.25
SKU040,2025-12-08,101,247506.56,90.0,2025,12,4,50,103.0,76.0,98.0,81.0,109.0,90.0,90.75,90.875,90.08333333333333,2450.56,0,90.75
SKU040,2025-12-15,93,227902.08,99.0,2025,12,4,51,101.0,103.0,86.0,91.0,87.0,99.0,91.5,93.375,89.41666666666667,2450.56,0,91.5
SKU040,2025-12-22,76,186242.56,103.0,2025,12,4,52,93.0,101.0,76.0,103.0,76.0,103.0,93.25,93.625,89.91666666666667,2450.56,0,93.25
SKU040,2025-12-29,32,78417.92,101.0,2025,12,4,1,76.0,93.0,103.0,89.0,82.0,101.0,93.25,90.25,89.91666666666667,2450.56,0,93.25
SKU041,2025-11-10,65,671887.45,65.0,2025,11,4,46,79.0,67.0,62.0,66.0,66.0,65.0,65.0,63.625,65.41666666666667,10336.73,1,65.0
SKU041,2025-11-17,52,537509.96,62.0,2025,11,4,47,65.0,79.0,52.0,62.0,80.0,62.0,65.75,63.5,65.33333333333333,10336.73,1,65.75
SKU041,2025-11-24,83,857948.59,66.0,2025,11,4,48,52.0,65.0,67.0,67.0,72.0,66.0,65.75,62.25,63.0,10336.73,1,65.75
SKU041,2025-12-01,78,806264.94,75.0,2025,12,4,49,83.0,52.0,79.0,54.0,58.0,75.0,69.75,64.25,63.916666666666664,10336.73,0,69.75
SKU041,2025-12-08,66,682224.18,54.0,2025,12,4,50,78.0,83.0,65.0,62.0,66.0,54.0,69.5,67.25,65.58333333333333,10336.73,0,69.5
SKU041,2025-12-15,71,733907.8300000001,79.0,2025,12,4,51,66.0,78.0,52.0,52.0,62.0,79.0,69.75,67.75,65.58333333333333,10336.73,0,69.75
SKU041,2025-12-22,70,723571.1,80.0,2025,12,4,52,71.0,66.0,83.0,67.0,67.0,80.0,74.5,70.125,66.33333333333333,10336.73,0,74.5
SKU041,2025-12-29,25,258418.25,74.0,2025,12,4,1,70.0,71.0,78.0,79.0,54.0,74.0,71.25,70.5,66.58333333333333,10336.73,0,71.25
SKU042,2025-11-10,132,1214245.56,148.0,2025,11,4,46,141.0,134.0,138.0,169.0,154.0,148.0,132.5,136.375,141.83333333333334,9198.83,1,132.5
SKU042,2025-11-17,124,1140654.92,138.0,2025,11,4,47,132.0,141.0,117.0,123.0,162.0,138.0,131.0,131.75,140.0,9198.83,1,131.0
SKU042,2025-11-24,142,1306233.86,133.0,2025,11,4,48,124.0,132.0,134.0,132.0,146.0,133.0,132.75,131.875,136.83333333333334,9198.83,1,132.75
SKU042,2025-12-01,156,1435017.48,159.0,2025,12,4,49,142.0,124.0,141.0,137.0,149.0,159.0,134.75,133.125,136.5,9198.83,0,134.75
SKU042,2025-12-08,125,1149853.75,132.0,2025,12,4,50,156.0,142.0,132.0,138.0,169.0,132.0,138.5,135.5,137.08333333333334,9198.83,0,138.5
