SKU,Week_Start,Units_Sold,Revenue,Seasonal_Naive_Forecast
SKU013,2024-03-25,108,621840.24,
SKU013,2024-04-01,114,656386.92,
SKU013,2024-04-08,110,633355.8,
SKU013,2024-04-15,128,736995.84,
SKU013,2024-04-22,102,587293.56,
SKU013,2024-04-29,108,621840.24,
SKU013,2024-05-06,120,690933.6,
SKU013,2024-05-13,103,593051.3400000001,
SKU013,2024-05-20,113,650629.14,
SKU013,2024-05-27,134,771542.52,
SKU013,2024-06-03,112,644871.36,
SKU013,2024-06-10,92,529715.76,
SKU013,2024-06-17,107,616082.46,
SKU013,2024-06-24,107,616082.46,
SKU013,2024-07-01,94,541231.32,
SKU013,2024-07-08,95,546989.1,
SKU013,2024-07-15,86,495169.07999999996,
SKU013,2024-07-22,107,616082.46,
SKU013,2024-07-29,104,598809.12,
SKU013,2024-08-05,85,489411.3,
SKU013,2024-08-12,71,408802.38,
SKU013,2024-08-19,91,523957.98,
SKU013,2024-08-26,86,495169.07999999996,
SKU013,2024-09-02,98,564262.44,
SKU013,2024-09-09,101,581535.78,
SKU013,2024-09-16,84,483653.52,
SKU013,2024-09-23,99,570020.22,
SKU013,2024-09-30,68,391529.04,
SKU013,2024-10-07,75,431833.5,
SKU013,2024-10-14,80,460622.4,
SKU013,2024-10-21,64,368497.92,
SKU013,2024-10-28,93,535473.54,
SKU013,2024-11-04,72,414560.16000000003,
SKU013,2024-11-11,96,552746.88,
SKU013,2024-11-18,101,581535.78,
SKU013,2024-11-25,81,466380.18,
SKU013,2024-12-02,95,546989.1,
SKU013,2024-12-09,94,541231.32,
SKU013,2024-12-16,84,483653.52,
SKU013,2024-12-23,83,477895.74,
SKU013,2024-12-30,82,472137.96,101.0
SKU013,2025-01-06,93,535473.54,99.0
SKU013,2025-01-13,98,564262.44,105.0
SKU013,2025-01-20,87,500926.86,97.0
SKU013,2025-01-27,91,523957.98,98.0
SKU013,2025-02-03,97,558504.66,117.0
SKU013,2025-02-10,97,558504.66,111.0
SKU013,2025-02-17,100,575778.0,94.0
SKU013,2025-02-24,105,604566.9,130.0
SKU013,2025-03-03,110,633355.8,120.0
SKU013,2025-03-10,110,633355.8,137.0
SKU013,2025-03-17,115,662144.7,138.0
SKU013,2025-03-24,127,731238.06,108.0
SKU013,2025-03-31,111,639113.58,114.0
SKU013,2025-04-07,105,604566.9,110.0
SKU013,2025-04-14,114,656386.9199999999,128.0
SKU013,2025-04-21,110,633355.8,102.0
SKU013,2025-04-28,109,627598.02,108.0
SKU013,2025-05-05,139,800331.42,120.0
SKU013,2025-05-12,106,610324.68,103.0
SKU013,2025-05-19,90,518200.2,113.0
SKU013,2025-05-26,117,673660.26,134.0
SKU013,2025-06-02,99,570020.22,112.0
SKU013,2025-06-09,115,662144.7,92.0
SKU013,2025-06-16,118,679418.04,107.0
SKU013,2025-06-23,128,736995.84,107.0
SKU013,2025-06-30,101,581535.78,94.0
SKU013,2025-07-07,109,627598.02,95.0
SKU013,2025-07-14,87,500926.86,86.0
SKU013,2025-07-21,87,500926.86,107.0
SKU013,2025-07-28,85,489411.3,104.0
SKU013,2025-08-04,82,472137.95999999996,85.0
SKU013,2025-08-11,106,610324.6799999999,71.0
SKU013,2025-08-18,96,552746.88,91.0
SKU013,2025-08-25,84,483653.52,86.0
SKU013,2025-09-01,99,570020.22,98.0
SKU013,2025-09-08,105,604566.9,101.0
SKU013,2025-09-15,82,472137.96,84.0
SKU013,2025-09-22,82,472137.95999999996,99.0
SKU013,2025-09-29,96,552746.88,68.0
SKU013,2025-10-06,87,500926.86,75.0
SKU013,2025-10-13,61,351224.57999999996,80.0
SKU013,2025-10-20,69,397286.82,64.0
SKU013,2025-10-27,79,454864.62,93.0
SKU013,2025-11-03,84,483653.52,72.0
SKU013,2025-11-10,89,512442.42,96.0
SKU013,2025-11-17,80,460622.4,101.0
SKU013,2025-11-24,95,546989.1,81.0
SKU013,2025-12-01,78,449106.83999999997,95.0
SKU013,2025-12-08,107,616082.46,94.0
SKU013,2025-12-15,96,552746.88,84.0
SKU013,2025-12-22,71,408802.38,83.0
SKU013,2025-12-29,27,155460.06,82.0
SKU014,2024-01-01,155,351966.25,
SKU014,2024-01-08,152,345154.0,
SKU014,2024-01-15,145,329258.75,
SKU014,2024-01-22,132,299739.0,
SKU014,2024-01-29,138,313363.5,
SKU014,2024-02-05,165,374673.75,
SKU014,2024-02-12,169,383756.75,
SKU014,2024-02-19,147,333800.25,
SKU014,2024-02-26,188,426901.0,
SKU014,2024-03-04,185,420088.75,
SKU014,2024-03-11,194,440525.5,
SKU014,2024-03-18,193,438254.75,
SKU014,2024-03-25,193,438254.75,
SKU014,2024-04-01,174,395110.5,
SKU014,2024-04-08,186,422359.5,
SKU014,2024-04-15,198,449608.5,
SKU014,2024-04-22,151,342883.25,
SKU014,2024-04-29,170,386027.5,
SKU014,2024-05-06,163,370132.25,
SKU014,2024-05-13,146,331529.5,
SKU014,2024-05-20,168,381486.0,
SKU014,2024-05-27,199,451879.25,
SKU014,2024-06-03,174,395110.5,
SKU014,2024-06-10,175,397381.25,
SKU014,2024-06-17,176,399652.0,
SKU014,2024-06-24,184,417818.0,
SKU014,2024-07-01,137,311092.75,
SKU014,2024-07-08,158,358778.5,
SKU014,2024-07-15,151,342883.25,
SKU014,2024-07-22,154,349695.5,
SKU014,2024-07-29,132,299739.0,
SKU014,2024-08-05,144,326988.0,
SKU014,2024-08-12,123,279302.25,
SKU014,2024-08-19,129,292926.75,
SKU014,2024-08-26,135,306551.25,
SKU014,2024-09-02,146,331529.5,
SKU014,2024-09-09,145,329258.75,
SKU014,2024-09-16,137,311092.75,
SKU014,2024-09-23,151,342883.25,
SKU014,2024-09-30,97,220262.75,
SKU014,2024-10-07,126,286114.5,
SKU014,2024-10-14,123,279302.25,
SKU014,2024-10-21,128,290656.0,
SKU014,2024-10-28,132,299739.0,
SKU014,2024-11-04,130,295197.5,
SKU014,2024-11-11,124,281573.0,
SKU014,2024-11-18,152,345154.0,
SKU014,2024-11-25,142,322446.5,
SKU014,2024-12-02,128,290656.0,
SKU014,2024-12-09,135,306551.25,
SKU014,2024-12-16,141,320175.75,
SKU014,2024-12-23,135,306551.25,
SKU014,2024-12-30,131,297468.25,155.0
SKU014,2025-01-06,131,297468.25,152.0
SKU014,2025-01-13,144,326988.0,145.0
SKU014,2025-01-20,181,411005.75,132.0
SKU014,2025-01-27,126,286114.5,138.0
SKU014,2025-02-03,167,379215.25,165.0
SKU014,2025-02-10,188,426901.0,169.0
SKU014,2025-02-17,155,351966.25,147.0
SKU014,2025-02-24,180,408735.0,188.0
SKU014,2025-03-03,182,413276.5,185.0
SKU014,2025-03-10,207,470045.25,194.0
SKU014,2025-03-17,187,424630.25,193.0
SKU014,2025-03-24,173,392839.75,193.0
SKU014,2025-03-31,163,370132.25,174.0
SKU014,2025-04-07,182,413276.5,186.0
SKU014,2025-04-14,176,399652.0,198.0
SKU014,2025-04-21,177,401922.75,151.0
SKU014,2025-04-28,156,354237.0,170.0
SKU014,2025-05-05,156,354237.0,163.0
SKU014,2025-05-12,151,342883.25,146.0
SKU014,2025-05-19,164,372403.0,168.0
SKU014,2025-05-26,164,372403.0,199.0
SKU014,2025-06-02,202,458691.5,174.0
SKU014,2025-06-09,163,370132.25,175.0
SKU014,2025-06-16,159,361049.25,176.0
SKU014,2025-06-23,191,433713.25,184.0
SKU014,2025-06-30,134,304280.5,137.0
SKU014,2025-07-07,126,286114.5,158.0
SKU014,2025-07-14,139,315634.25,151.0
SKU014,2025-07-21,148,336071.0,154.0
SKU014,2025-07-28,141,320175.75,132.0
SKU014,2025-08-04,121,274760.75,144.0
SKU014,2025-08-11,123,279302.25,123.0
SKU014,2025-08-18,131,297468.25,129.0
SKU014,2025-08-25,157,356507.75,135.0
SKU014,2025-09-01,127,288385.25,146.0
SKU014,2025-09-08,151,342883.25,145.0
SKU014,2025-09-15,140,317905.0,137.0
SKU014,2025-09-22,132,299739.0,151.0
SKU014,2025-09-29,123,279302.25,97.0
SKU014,2025-10-06,122,277031.5,126.0
SKU014,2025-10-13,120,272490.0,123.0
SKU014,2025-10-20,133,302009.75,128.0
SKU014,2025-10-27,127,288385.25,132.0
SKU014,2025-11-03,117,265677.75,130.0
SKU014,2025-11-10,130,295197.5,124.0
SKU014,2025-11-17,130,295197.5,152.0
SKU014,2025-11-24,151,342883.25,142.0
SKU014,2025-12-01,124,281573.0,128.0
SKU014,2025-12-08,137,311092.75,135.0
SKU014,2025-12-15,116,263407.0,141.0
SKU014,2025-12-22,122,277031.5,135.0
SKU014,2025-12-29,51,115808.25,131.0
SKU015,2024-01-01,35,217424.2,
SKU015,2024-01-08,27,167727.24,
SKU015,2024-01-15,30,186363.6,
SKU015,2024-01-22,27,167727.24,
SKU015,2024-01-29,35,217424.2,
SKU015,2024-02-05,46,285757.52,
SKU015,2024-02-12,29,180151.48,
SKU015,2024-02-19,35,217424.2,
SKU015,2024-02-26,26,161515.12,
SKU015,2024-03-04,43,267121.16000000003,
SKU015,2024-03-11,42,260909.04,
SKU015,2024-03-18,41,254696.91999999998,
SKU015,2024-03-25,34,211212.08000000002,
SKU015,2024-04-01,29,180151.48,
SKU015,2024-04-08,37,229848.44,
SKU015,2024-04-15,26,161515.12,
SKU015,2024-04-22,35,217424.2,
SKU015,2024-04-29,30,186363.6,
SKU015,2024-05-06,26,161515.12,
SKU015,2024-05-13,31,192575.72,
SKU015,2024-05-20,36,223636.32,
SKU015,2024-05-27,32,198787.84,
SKU015,2024-06-03,41,254696.91999999998,
SKU015,2024-06-10,36,223636.32,
SKU015,2024-06-17,29,180151.48,
SKU015,2024-06-24,29,180151.47999999998,
SKU015,2024-07-01,27,167727.24,
SKU015,2024-07-08,30,186363.59999999998,
SKU015,2024-07-15,31,192575.72,
SKU015,2024-07-22,26,161515.12,
SKU015,2024-07-29,24,149090.88,
SKU015,2024-08-05,22,136666.64,
SKU015,2024-08-12,24,149090.88,
SKU015,2024-08-19,25,155303.0,
SKU015,2024-08-26,28,173939.36,
SKU015,2024-09-02,25,155303.0,
SKU015,2024-09-09,26,161515.12,
SKU015,2024-09-16,21,130454.51999999999,
SKU015,2024-09-23,20,124242.4,
SKU015,2024-09-30,34,211212.08,
SKU015,2024-10-07,29,180151.48,
SKU015,2024-10-14,22,136666.64,
SKU015,2024-10-21,24,149090.88,
SKU015,2024-10-28,25,155303.0,
SKU015,2024-11-04,25,155303.0,
SKU015,2024-11-11,19,118030.28,
SKU015,2024-11-18,34,211212.08000000002,
SKU015,2024-11-25,22,136666.64,
SKU015,2024-12-02,29,180151.47999999998,
SKU015,2024-12-09,21,130454.52,
SKU015,2024-12-16,26,161515.12,
SKU015,2024-12-23,32,198787.84,
SKU015,2024-12-30,31,192575.72,35.0
SKU015,2025-01-06,25,155303.0,27.0
SKU015,2025-01-13,27,167727.24,30.0
SKU015,2025-01-20,32,198787.84,27.0
SKU015,2025-01-27,29,180151.47999999998,35.0
SKU015,2025-02-03,31,192575.72,46.0
SKU015,2025-02-10,37,229848.44,29.0
SKU015,2025-02-17,30,186363.6,35.0
SKU015,2025-02-24,36,223636.32,26.0
SKU015,2025-03-03,37,229848.44,43.0
SKU015,2025-03-10,38,236060.56,42.0
SKU015,2025-03-17,22,136666.63999999998,41.0
SKU015,2025-03-24,30,186363.6,34.0
SKU015,2025-03-31,40,248484.8,29.0
SKU015,2025-04-07,38,236060.56,37.0
SKU015,2025-04-14,36,223636.32,26.0
SKU015,2025-04-21,33,204999.96,35.0
SKU015,2025-04-28,31,192575.72,30.0
SKU015,2025-05-05,40,248484.8,26.0
SKU015,2025-05-12,33,204999.96,31.0
SKU015,2025-05-19,27,167727.24,36.0
SKU015,2025-05-26,36,223636.31999999998,32.0
SKU015,2025-06-02,30,186363.6,41.0
SKU015,2025-06-09,23,142878.76,36.0
SKU015,2025-06-16,32,198787.84,29.0
SKU015,2025-06-23,25,155303.0,29.0
SKU015,2025-06-30,22,136666.63999999998,27.0
SKU015,2025-07-07,23,142878.76,30.0
SKU015,2025-07-14,29,180151.48,31.0
SKU015,2025-07-21,27,167727.24,26.0
SKU015,2025-07-28,25,155303.0,24.0
SKU015,2025-08-04,23,142878.76,22.0
SKU015,2025-08-11,27,167727.24,24.0
SKU015,2025-08-18,26,161515.12,25.0
SKU015,2025-08-25,28,173939.36000000002,28.0
SKU015,2025-09-01,28,173939.36000000002,25.0
SKU015,2025-09-08,24,149090.88,26.0
SKU015,2025-09-15,23,142878.76,21.0
SKU015,2025-09-22,28,173939.36,20.0
SKU015,2025-09-29,19,118030.28,34.0
SKU015,2025-10-06,16,99393.92,29.0
SKU015,2025-10-13,21,130454.51999999999,22.0
SKU015,2025-10-20,21,130454.52,24.0
SKU015,2025-10-27,17,105606.04,25.0
SKU015,2025-11-03,13,80757.56,25.0
SKU015,2025-11-10,24,149090.88,19.0
SKU015,2025-11-17,24,149090.88,34.0
SKU015,2025-11-24,31,192575.72,22.0
SKU015,2025-12-01,22,136666.64,29.0
SKU015,2025-12-08,31,192575.71999999997,21.0
SKU015,2025-12-15,21,130454.51999999999,26.0
SKU015,2025-12-22,27,167727.24,32.0
SKU015,2025-12-29,7,43484.84,31.0
SKU016,2024-01-01,81,175512.42,
SKU016,2024-01-08,104,225349.28,
SKU016,2024-01-15,88,190680.16,
SKU016,2024-01-22,103,223182.46,
SKU016,2024-01-29,96,208014.72,
SKU016,2024-02-05,96,208014.72,
SKU016,2024-02-12,101,218848.82,
SKU016,2024-02-19,97,210181.54,
SKU016,2024-02-26,115,249184.30000000002,
SKU016,2024-03-04,110,238350.2,
SKU016,2024-03-11,133,288187.06,
SKU016,2024-03-18,122,264352.04000000004,
SKU016,2024-03-25,98,212348.36,
SKU016,2024-04-01,109,236183.38,
SKU016,2024-04-08,98,212348.36,
SKU016,2024-04-15,125,270852.5,
SKU016,2024-04-22,116,251351.12,
SKU016,2024-04-29,93,201514.26,
SKU016,2024-05-06,95,205847.90000000002,
SKU016,2024-05-13,129,279519.78,
SKU016,2024-05-20,122,264352.04,
SKU016,2024-05-27,108,234016.56,
SKU016,2024-06-03,110,238350.2,
SKU016,2024-06-10,107,231849.74000000002,
SKU016,2024-06-17,106,229682.92,
SKU016,2024-06-24,108,234016.56,
SKU016,2024-07-01,93,201514.26,
SKU016,2024-07-08,99,214515.18,
SKU016,2024-07-15,78,169011.96,
SKU016,2024-07-22,92,199347.44,
SKU016,2024-07-29,90,195013.8,
SKU016,2024-08-05,82,177679.24,
SKU016,2024-08-12,96,208014.72,
SKU016,2024-08-19,78,169011.96000000002,
SKU016,2024-08-26,98,212348.36,
SKU016,2024-09-02,94,203681.08000000002,
SKU016,2024-09-09,77,166845.14,
SKU016,2024-09-16,90,195013.8,
SKU016,2024-09-23,89,192846.98,
SKU016,2024-09-30,71,153844.22,
SKU016,2024-10-07,85,184179.7,
SKU016,2024-10-14,84,182012.88,
SKU016,2024-10-21,82,177679.24,
SKU016,2024-10-28,98,212348.36000000002,
SKU016,2024-11-04,84,182012.88,
SKU016,2024-11-11,104,225349.28000000003,
SKU016,2024-11-18,94,203681.08000000002,
SKU016,2024-11-25,97,210181.54,
SKU016,2024-12-02,83,179846.06,
SKU016,2024-12-09,71,153844.22,
SKU016,2024-12-16,82,177679.24,
SKU016,2024-12-23,75,162511.5,
SKU016,2024-12-30,92,199347.44,81.0
SKU016,2025-01-06,97,210181.54,104.0
SKU016,2025-01-13,76,164678.32,88.0
SKU016,2025-01-20,100,216682.0,103.0
SKU016,2025-01-27,95,205847.9,96.0
SKU016,2025-02-03,112,242683.84,96.0
SKU016,2025-02-10,93,201514.26,101.0
SKU016,2025-02-17,97,210181.54,97.0
SKU016,2025-02-24,135,292520.7,115.0
SKU016,2025-03-03,103,223182.46000000002,110.0
SKU016,2025-03-10,115,249184.30000000002,133.0
SKU016,2025-03-17,113,244850.66,122.0
SKU016,2025-03-24,146,316355.72000000003,98.0
SKU016,2025-03-31,116,251351.12,109.0
SKU016,2025-04-07,124,268685.68,98.0
SKU016,2025-04-14,98,212348.36,125.0
SKU016,2025-04-21,102,221015.64,116.0
SKU016,2025-04-28,111,240517.02000000002,93.0
SKU016,2025-05-05,114,247017.48,95.0
SKU016,2025-05-12,126,273019.32,129.0
SKU016,2025-05-19,107,231849.74,122.0
SKU016,2025-05-26,116,251351.12,108.0
SKU016,2025-06-02,111,240517.02000000002,110.0
SKU016,2025-06-09,112,242683.84,107.0
SKU016,2025-06-16,112,242683.84000000003,106.0
SKU016,2025-06-23,116,251351.12,108.0
SKU016,2025-06-30,101,218848.82,93.0
SKU016,2025-07-07,103,223182.46000000002,99.0
SKU016,2025-07-14,104,225349.28,78.0
SKU016,2025-07-21,97,210181.54,92.0
SKU016,2025-07-28,85,184179.7,90.0
SKU016,2025-08-04,93,201514.26,82.0
SKU016,2025-08-11,85,184179.7,96.0
SKU016,2025-08-18,90,195013.8,78.0
SKU016,2025-08-25,85,184179.7,98.0
SKU016,2025-09-01,66,143010.12,94.0
SKU016,2025-09-08,78,169011.96,77.0
SKU016,2025-09-15,76,164678.32,90.0
SKU016,2025-09-22,78,169011.96000000002,89.0
SKU016,2025-09-29,72,156011.04,71.0
SKU016,2025-10-06,84,182012.88,85.0
SKU016,2025-10-13,86,186346.52000000002,84.0
SKU016,2025-10-20,73,158177.86000000002,82.0
SKU016,2025-10-27,109,236183.38,98.0
SKU016,2025-11-03,92,199347.44,84.0
SKU016,2025-11-10,95,205847.9,104.0
SKU016,2025-11-17,75,162511.5,94.0
SKU016,2025-11-24,71,153844.22,97.0
SKU016,2025-12-01,77,166845.14,83.0
SKU016,2025-12-08,78,169011.96,71.0
SKU016,2025-12-15,74,160344.68,82.0
SKU016,2025-12-22,104,225349.28,75.0
SKU016,2025-12-29,37,80172.34,92.0
SKU017,2024-01-01,84,712094.88,
SKU017,2024-01-08,84,712094.88,
SKU017,2024-01-15,88,746004.16,
SKU017,2024-01-22,94,796868.0800000001,
SKU017,2024-01-29,89,754481.48,
SKU017,2024-02-05,96,813822.72,
SKU017,2024-02-12,99,839254.6799999999,
SKU017,2024-02-19,80,678185.6,
SKU017,2024-02-26,121,1025755.72,
SKU017,2024-03-04,130,1102051.6,
SKU017,2024-03-11,115,974891.8,
SKU017,2024-03-18,109,924027.88,
SKU017,2024-03-25,114,966414.48,
SKU017,2024-04-01,125,1059665.0,
SKU017,2024-04-08,130,1102051.6,
SKU017,2024-04-15,108,915550.5599999999,
SKU017,2024-04-22,126,1068142.32,
SKU017,2024-04-29,129,1093574.28,
SKU017,2024-05-06,109,924027.88,
SKU017,2024-05-13,109,924027.88,
SKU017,2024-05-20,122,1034233.04,
SKU017,2024-05-27,118,1000323.76,
SKU017,2024-06-03,121,1025755.72,
SKU017,2024-06-10,110,932505.2,
SKU017,2024-06-17,102,864686.64,
SKU017,2024-06-24,125,1059665.0,
SKU017,2024-07-01,112,949459.84,
SKU017,2024-07-08,109,924027.88,
SKU017,2024-07-15,106,898595.9199999999,
SKU017,2024-07-22,104,881641.28,
SKU017,2024-07-29,98,830777.36,
SKU017,2024-08-05,100,847732.0,
SKU017,2024-08-12,94,796868.0800000001,
SKU017,2024-08-19,95,805345.4,
SKU017,2024-08-26,85,720572.2,
SKU017,2024-09-02,98,830777.36,
SKU017,2024-09-09,88,746004.16,
SKU017,2024-09-16,88,746004.1599999999,
SKU017,2024-09-23,101,856209.3200000001,
SKU017,2024-09-30,60,508639.2,
SKU017,2024-10-07,67,567980.44,
SKU017,2024-10-14,100,847732.0,
SKU017,2024-10-21,82,695140.24,
SKU017,2024-10-28,90,762958.7999999999,
SKU017,2024-11-04,95,805345.4,
SKU017,2024-11-11,86,729049.52,
SKU017,2024-11-18,97,822300.04,
SKU017,2024-11-25,82,695140.24,
SKU017,2024-12-02,81,686662.9199999999,
SKU017,2024-12-09,88,746004.1599999999,
SKU017,2024-12-16,80,678185.6,
SKU017,2024-12-23,94,796868.0800000001,
SKU017,2024-12-30,85,720572.2,84.0
SKU017,2025-01-06,97,822300.04,84.0
SKU017,2025-01-13,106,898595.9199999999,88.0
SKU017,2025-01-20,89,754481.48,94.0
SKU017,2025-01-27,89,754481.48,89.0
SKU017,2025-02-03,112,949459.84,96.0
SKU017,2025-02-10,97,822300.04,99.0
SKU017,2025-02-17,107,907073.24,80.0
SKU017,2025-02-24,127,1076619.6400000001,121.0
SKU017,2025-03-03,104,881641.28,130.0
SKU017,2025-03-10,129,1093574.28,115.0
SKU017,2025-03-17,124,1051187.68,109.0
SKU017,2025-03-24,135,1144438.2,114.0
SKU017,2025-03-31,114,966414.48,125.0
SKU017,2025-04-07,115,974891.8,130.0
SKU017,2025-04-14,115,974891.8,108.0
SKU017,2025-04-21,138,1169870.16,126.0
SKU017,2025-04-28,95,805345.4,129.0
SKU017,2025-05-05,102,864686.64,109.0
SKU017,2025-05-12,109,924027.88,109.0
SKU017,2025-05-19,114,966414.48,122.0
SKU017,2025-05-26,109,924027.88,118.0
SKU017,2025-06-02,111,940982.52,121.0
SKU017,2025-06-09,113,957937.16,110.0
SKU017,2025-06-16,114,966414.48,102.0
SKU017,2025-06-23,133,1127483.56,125.0
SKU017,2025-06-30,105,890118.6000000001,112.0
SKU017,2025-07-07,97,822300.04,109.0
SKU017,2025-07-14,98,830777.36,106.0
SKU017,2025-07-21,83,703617.5599999999,104.0
SKU017,2025-07-28,82,695140.24,98.0
SKU017,2025-08-04,76,644276.32,100.0
SKU017,2025-08-11,85,720572.2,94.0
SKU017,2025-08-18,85,720572.2,95.0
SKU017,2025-08-25,78,661230.96,85.0
SKU017,2025-09-01,71,601889.72,98.0
SKU017,2025-09-08,77,652753.64,88.0
SKU017,2025-09-15,83,703617.56,88.0
SKU017,2025-09-22,90,762958.8,101.0
SKU017,2025-09-29,75,635799.0,60.0
SKU017,2025-10-06,76,644276.32,67.0
SKU017,2025-10-13,84,712094.88,100.0
SKU017,2025-10-20,61,517116.51999999996,82.0
SKU017,2025-10-27,83,703617.56,90.0
SKU017,2025-11-03,103,873163.96,95.0
SKU017,2025-11-10,88,746004.1599999999,86.0
SKU017,2025-11-17,87,737526.84,97.0
SKU017,2025-11-24,90,762958.8,82.0
SKU017,2025-12-01,105,890118.6,81.0
SKU017,2025-12-08,96,813822.72,88.0
SKU017,2025-12-15,81,686662.9199999999,80.0
SKU017,2025-12-22,98,830777.36,94.0
SKU017,2025-12-29,37,313660.83999999997,85.0
SKU018,2024-01-01,176,981272.16,
SKU018,2024-01-08,175,975696.75,
SKU018,2024-01-15,153,853037.73,
SKU018,2024-01-22,188,1048177.0800000001,
SKU018,2024-01-29,162,903216.42,
SKU018,2024-02-05,171,953395.11,
SKU018,2024-02-12,178,992422.98,
SKU018,2024-02-19,205,1142959.05,
SKU018,2024-02-26,195,1087204.95,
SKU018,2024-03-04,206,1148534.46,
SKU018,2024-03-11,223,1243316.43,
SKU018,2024-03-18,227,1265618.07,
SKU018,2024-03-25,221,1232165.61,
SKU018,2024-04-01,197,1098355.77,
SKU018,2024-04-08,190,1059327.9,
SKU018,2024-04-15,209,1165260.69,
SKU018,2024-04-22,209,1165260.69,
SKU018,2024-04-29,204,1137383.6400000001,
SKU018,2024-05-06,220,1226590.2,
SKU018,2024-05-13,203,1131808.23,
SKU018,2024-05-20,185,1031450.85,
SKU018,2024-05-27,199,1109506.59,
SKU018,2024-06-03,194,1081629.54,
SKU018,2024-06-10,191,1064903.31,
SKU018,2024-06-17,198,1103931.18,
SKU018,2024-06-24,197,1098355.77,
SKU018,2024-07-01,163,908791.83,
SKU018,2024-07-08,181,1009149.21,
SKU018,2024-07-15,169,942244.29,
SKU018,2024-07-22,158,880914.78,
SKU018,2024-07-29,172,958970.52,
SKU018,2024-08-05,164,914367.24,
SKU018,2024-08-12,167,931093.47,
SKU018,2024-08-19,169,942244.29,
SKU018,2024-08-26,171,953395.11,
SKU018,2024-09-02,158,880914.78,
SKU018,2024-09-09,158,880914.78,
SKU018,2024-09-16,163,908791.8300000001,
SKU018,2024-09-23,169,942244.29,
SKU018,2024-09-30,134,747104.94,
SKU018,2024-10-07,153,853037.73,
SKU018,2024-10-14,140,780557.4,
SKU018,2024-10-21,159,886490.19,
SKU018,2024-10-28,170,947819.7,
SKU018,2024-11-04,162,903216.42,
SKU018,2024-11-11,150,836311.5,
SKU018,2024-11-18,153,853037.73,
SKU018,2024-11-25,143,797283.63,
SKU018,2024-12-02,182,1014724.62,
SKU018,2024-12-09,150,836311.5,
SKU018,2024-12-16,172,958970.52,
SKU018,2024-12-23,154,858613.14,
SKU018,2024-12-30,181,1009149.21,176.0
SKU018,2025-01-06,172,958970.52,175.0
SKU018,2025-01-13,164,914367.24,153.0
SKU018,2025-01-20,163,908791.83,188.0
SKU018,2025-01-27,178,992422.98,162.0
SKU018,2025-02-03,175,975696.75,171.0
SKU018,2025-02-10,186,1037026.26,178.0
SKU018,2025-02-17,194,1081629.54,205.0
SKU018,2025-02-24,211,1176411.51,195.0
SKU018,2025-03-03,206,1148534.46,206.0
SKU018,2025-03-10,214,1193137.74,223.0
SKU018,2025-03-17,219,1221014.79,227.0
SKU018,2025-03-24,196,1092780.36,221.0
SKU018,2025-03-31,207,1154109.87,197.0
SKU018,2025-04-07,197,1098355.77,190.0
SKU018,2025-04-14,212,1181986.92,209.0
SKU018,2025-04-21,210,1170836.1,209.0
SKU018,2025-04-28,220,1226590.2,204.0
SKU018,2025-05-05,220,1226590.2,220.0
SKU018,2025-05-12,207,1154109.87,203.0
SKU018,2025-05-19,201,1120657.41,185.0
SKU018,2025-05-26,192,1070478.72,199.0
SKU018,2025-06-02,203,1131808.23,194.0
SKU018,2025-06-09,201,1120657.41,191.0
SKU018,2025-06-16,212,1181986.92,198.0
SKU018,2025-06-23,194,1081629.54,197.0
SKU018,2025-06-30,164,914367.24,163.0
SKU018,2025-07-07,156,869763.9600000001,181.0
SKU018,2025-07-14,167,931093.47,169.0
SKU018,2025-07-21,159,886490.1900000001,158.0
SKU018,2025-07-28,179,997998.39,172.0
SKU018,2025-08-04,139,774981.99,164.0
SKU018,2025-08-11,146,814009.86,167.0
SKU018,2025-08-18,151,841886.91,169.0
SKU018,2025-08-25,161,897641.01,171.0
SKU018,2025-09-01,150,836311.5,158.0
SKU018,2025-09-08,155,864188.5499999999,158.0
SKU018,2025-09-15,148,825160.68,163.0
SKU018,2025-09-22,146,814009.86,169.0
SKU018,2025-09-29,138,769406.58,134.0
SKU018,2025-10-06,154,858613.14,153.0
SKU018,2025-10-13,141,786132.8099999999,140.0
SKU018,2025-10-20,135,752680.35,159.0
SKU018,2025-10-27,166,925518.0599999999,170.0
SKU018,2025-11-03,157,875339.37,162.0
SKU018,2025-11-10,142,791708.22,150.0
SKU018,2025-11-17,150,836311.5,153.0
SKU018,2025-11-24,152,847462.3200000001,143.0
SKU018,2025-12-01,158,880914.78,182.0
SKU018,2025-12-08,162,903216.42,150.0
SKU018,2025-12-15,160,892065.6,172.0
SKU018,2025-12-22,161,897641.01,154.0
SKU018,2025-12-29,58,323373.78,181.0
SKU019,2024-01-01,101,486804.85,
SKU019,2024-01-08,115,554282.75,
SKU019,2024-01-15,103,496444.55000000005,
SKU019,2024-01-22,107,515723.94999999995,
SKU019,2024-01-29,136,655499.6,
SKU019,2024-02-05,119,573562.15,
SKU019,2024-02-12,117,563922.45,
SKU019,2024-02-19,117,563922.45,
SKU019,2024-02-26,132,636220.2,
SKU019,2024-03-04,132,636220.2,
SKU019,2024-03-11,137,660319.45,
SKU019,2024-03-18,136,655499.6,
SKU019,2024-03-25,135,650679.75,
SKU019,2024-04-01,151,727797.35,
SKU019,2024-04-08,135,650679.75,
SKU019,2024-04-15,132,636220.2,
SKU019,2024-04-22,139,669959.15,
